,pmid,geneId,follicleId,pre_label,abstract,follicleName,geneName
121,22379970,796,F000001,1,"Calcitonin gene-related peptide (CGRP) may award relative protection from interferon-gamma-induced collapse of human hair follicle immune privilege. Interferon-gamma (IFNgamma)-induced collapse of hair follicle (HF) immune privilege (IP) is a key element in the pathogenesis of alopecia areata. In this pilot study, we investigated whether the immunosuppressive neuropeptide, calcitonin gene-related peptide (CGRP), can protect from and/or restore IFNgamma-induced HF-IP collapse. After showing that human scalp HFs express CGRP receptor-like receptor (CRLR) immunoreactivity, anagen HFs were cultured in the presence of IFNgamma, with CGRP added before or after. Adding CGRP after IFNgamma administration ('restoration assay') failed to downregulate IFNgamma-induced ectopic MHC class I expression, while MHC class II expression was reduced. However, administering CGRP before IFNgamma application ('protection assay') significantly reduced the IFNgamma-induced overexpression and ectopic expression of MHC class I and II and reduced the increased degranulation of perifollicular mast cells induced by IFNgamma. This suggests that CGRP may not restore HF-IP once it has collapsed, but may protect it from collapsing. Therefore, CRLR stimulation might help to retard AA progression.",hair Follicle,Calcitonin gene-related peptide
122,22659165,7422,F000034,1,"VEGF induces proliferation of human hair follicle dermal papilla cells through VEGFR-2-mediated activation of ERK. Vascular endothelial growth factor (VEGF) is one of the strongest regulators of physiological and pathological angiogenesis. VEGF receptor 2 (VEGFR-2), the primary receptor for VEGF, is thought to mediate major functional effects of VEGF. Previously, we have localized both VEGF and VEGFR-2 in human hair follicles. In this study, we further defined the expression and roles of VEGFR-2 on human hair follicle dermal papilla (DP) cells. The expression of VEGFR-2 on DP cells was examined by reverse transcription-polymerase chain reaction (RT-PCR) and Western blot analysis separately, and localization of VEGFR-2 was defined by immunofluorescence. The effect of VEGF on DP cells was analyzed by MTT assays and specific inhibitors. Finally, the role of VEGF involved in the signaling pathways was investigated by Western blot. RT-PCR and Western blot analysis demonstrated the expression of VEGFR-2 on DP cells. Immunostaining for VEGFR-2 showed strong signal on cultured human DP cells in vitro. Exogenous VEGF(165) stimulated proliferation of DP cells in a dose-dependent manner. Furthermore, this stimulation was blocked by a VEGFR-2 neutralizing antibody (MAB3571) and an ERK inhibitor (PD98059). VEGF(165)-induced phosphorylation of ERK1/2 was abolished by MAB3571 and PD98059, while the phosphorylation of p38, JNK and AKT were not changed by VEGF(165). Taken together, VEGFR-2 is expressed on primary human hair follicle DP cells and VEGF induces proliferation of DP cells through VEGFR-2/ERK pathway, but not p38, JNK or AKT signaling.",hair Follicle dermal papilla cells,VEGF
123,23321923,6657,F000029,1,"Human induced pluripotent stem cell-derived ectodermal precursor cells contribute to hair follicle morphogenesis in vivo. Well-orchestrated epithelial-mesenchymal interactions are crucial for hair follicle (HF) morphogenesis. In this study, ectodermal precursor cells (EPCs) with the capacity to cross talk with hair-inductive dermal cells were generated from human induced pluripotent stem cells (hiPSCs) and assessed for HF-forming ability in vivo. EPCs derived from three hiPSC lines generated with 4 or 3 factors (POU5F1, SOX2, KLF4 +/- MYC) mostly expressed keratin 18, a marker of epithelial progenitors. When cocultured with human dermal papilla (DP) cells, a 4 factor 201B7 hiPSC-EPC line upregulated follicular keratinocyte (KC) markers more significantly than normal human adult KCs (NHKCs) and other hiPSC-EPC lines. DP cells preferentially increased DP biomarker expression in response to this line. Interestingly, 201B7 hiPSCs were shown to be ectodermal/epithelial prone, and the derived EPCs were putatively in a wingless-type MMTV integration site family (WNT)-activated state. Importantly, co-transplantation of 201B7 hiPSC-EPCs, but not NHKCs, with trichogenic mice dermal cells into immunodeficient mice resulted in HF formation. Human HF stem cell markers were detected in reconstituted HFs; however, a low frequency of human-derived cells implied that hiPSC-EPCs contributed to HF morphogenesis via direct repopulation and non-cell autonomous activities. The current study suggests a, to our knowledge, previously unrecognized advantage of using hiPSCs to enhance epithelial-mesenchymal interactions in HF bioengineering.",HF stem cell,SOX2
124,23321923,9314,F000021,1,"Human induced pluripotent stem cell-derived ectodermal precursor cells contribute to hair follicle morphogenesis in vivo. Well-orchestrated epithelial-mesenchymal interactions are crucial for hair follicle (HF) morphogenesis. In this study, ectodermal precursor cells (EPCs) with the capacity to cross talk with hair-inductive dermal cells were generated from human induced pluripotent stem cells (hiPSCs) and assessed for HF-forming ability in vivo. EPCs derived from three hiPSC lines generated with 4 or 3 factors (POU5F1, SOX2, KLF4 +/- MYC) mostly expressed keratin 18, a marker of epithelial progenitors. When cocultured with human dermal papilla (DP) cells, a 4 factor 201B7 hiPSC-EPC line upregulated follicular keratinocyte (KC) markers more significantly than normal human adult KCs (NHKCs) and other hiPSC-EPC lines. DP cells preferentially increased DP biomarker expression in response to this line. Interestingly, 201B7 hiPSCs were shown to be ectodermal/epithelial prone, and the derived EPCs were putatively in a wingless-type MMTV integration site family (WNT)-activated state. Importantly, co-transplantation of 201B7 hiPSC-EPCs, but not NHKCs, with trichogenic mice dermal cells into immunodeficient mice resulted in HF formation. Human HF stem cell markers were detected in reconstituted HFs; however, a low frequency of human-derived cells implied that hiPSC-EPCs contributed to HF morphogenesis via direct repopulation and non-cell autonomous activities. The current study suggests a, to our knowledge, previously unrecognized advantage of using hiPSCs to enhance epithelial-mesenchymal interactions in HF bioengineering.",hair Follicle morphogenesis,KLF4
125,23331683,100685404,F000038,1,"Epidermal structure created by canine hair follicle keratinocytes enriched with bulge cells in a three-dimensional skin equivalent model in vitro: implications for regenerative therapy of canine epidermis. BACKGROUND: Keratinocytes in the hair follicle bulge region have a high proliferative capacity, with characteristics of epithelial stem cells. This cell population might thus be an ideal source for generating the interfollicular epidermis in a canine skin equivalent. HYPOTHESIS/OBJECTIVES: This study was designed to determine the ability of canine hair follicle bulge cell-enriched keratinocytes to construct canine living skin equivalents with interfollicular epidermis in vitro. ANIMALS: Four healthy beagle dogs from a research colony. METHODS: Bulge cell-enriched keratinocytes showing keratin 15 immunoreactivity were isolated from canine hair follicles and cultured on dermal equivalent containing canine fibroblasts. Skin equivalents were subjected to histological, immunohistochemical, western blot and RT-PCR analyses after 10-14 days of culture at the air-liquid interface. RESULTS: The keratinocyte sheets showed an interfollicular epidermal structure comprising four to five living cell layers covered with a horny layer. Immunoreactivities for keratin 14 and desmoglein 3 were detected in the basal and immediate suprabasilar layers of the epidermis, while keratin 10 and desmoglein 1 occurred in more superficial layers. Claudin 1 immunoreactivity was seen in the suprabasalar layer of the constructed epidermis, and filaggrin monomers and loricrin were detected in the uppermost layer. Basal keratinocytes in the skin equivalent demonstrated immunoreactivity to antibodies against basement membrane zone molecules. CONCLUSIONS AND CLINICAL IMPORTANCE: A bulge stem cell-enriched population from canine hair follicles formed interfollicular epidermis within 2 weeks in vitro, and thus represents a promising model for regenerative therapy of canine skin.",hair Follicle bulge,keratin 15
126,23334344,6490,F000021,1,"Topobiology of human pigmentation: P-cadherin selectively stimulates hair follicle melanogenesis. P-cadherin serves as a major topobiological cue in mammalian epithelium. In human hair follicles (HFs), it is prominently expressed in the inner hair matrix that harbors the HF pigmentary unit. However, the role of P-cadherin in normal human pigmentation remains unknown. As patients with mutations in the gene that encodes P-cadherin show hypotrichosis and fair hair, we explored the hypothesis that P-cadherin may control HF pigmentation. When P-cadherin was silenced in melanogenically active organ-cultured human scalp HFs, this significantly reduced HF melanogenesis and tyrosinase activity as well as gene and/or protein expression of gp100, stem cell factor, c-Kit, and microphthalmia-associated transcription factor (MITF), both in situ and in isolated human HF melanocytes. Instead, epidermal pigmentation was unaffected by P-cadherin knockdown in organ-cultured human skin. In hair matrix keratinocytes, P-cadherin silencing reduced plasma membrane beta-catenin, whereas glycogen synthase kinase 3 beta (GSK3beta) and phospho-beta-catenin expression were significantly upregulated. This suggests that P-cadherin-GSK3beta/Wnt signaling is required for maintaining the expression of MITF to sustain intrafollicular melanogenesis. Thus, P-cadherin-mediated signaling is a melanocyte subtype-specific topobiological regulator of normal human pigmentation, possibly via GSK3beta-mediated canonical Wnt signaling.",hair Follicle melanogenesis,gp100
127,23334344,1499,F000021,1,"Topobiology of human pigmentation: P-cadherin selectively stimulates hair follicle melanogenesis. P-cadherin serves as a major topobiological cue in mammalian epithelium. In human hair follicles (HFs), it is prominently expressed in the inner hair matrix that harbors the HF pigmentary unit. However, the role of P-cadherin in normal human pigmentation remains unknown. As patients with mutations in the gene that encodes P-cadherin show hypotrichosis and fair hair, we explored the hypothesis that P-cadherin may control HF pigmentation. When P-cadherin was silenced in melanogenically active organ-cultured human scalp HFs, this significantly reduced HF melanogenesis and tyrosinase activity as well as gene and/or protein expression of gp100, stem cell factor, c-Kit, and microphthalmia-associated transcription factor (MITF), both in situ and in isolated human HF melanocytes. Instead, epidermal pigmentation was unaffected by P-cadherin knockdown in organ-cultured human skin. In hair matrix keratinocytes, P-cadherin silencing reduced plasma membrane beta-catenin, whereas glycogen synthase kinase 3 beta (GSK3beta) and phospho-beta-catenin expression were significantly upregulated. This suggests that P-cadherin-GSK3beta/Wnt signaling is required for maintaining the expression of MITF to sustain intrafollicular melanogenesis. Thus, P-cadherin-mediated signaling is a melanocyte subtype-specific topobiological regulator of normal human pigmentation, possibly via GSK3beta-mediated canonical Wnt signaling.",hair Follicle melanogenesis,beta-catenin
128,23334344,3815,F000001,1,"Topobiology of human pigmentation: P-cadherin selectively stimulates hair follicle melanogenesis. P-cadherin serves as a major topobiological cue in mammalian epithelium. In human hair follicles (HFs), it is prominently expressed in the inner hair matrix that harbors the HF pigmentary unit. However, the role of P-cadherin in normal human pigmentation remains unknown. As patients with mutations in the gene that encodes P-cadherin show hypotrichosis and fair hair, we explored the hypothesis that P-cadherin may control HF pigmentation. When P-cadherin was silenced in melanogenically active organ-cultured human scalp HFs, this significantly reduced HF melanogenesis and tyrosinase activity as well as gene and/or protein expression of gp100, stem cell factor, c-Kit, and microphthalmia-associated transcription factor (MITF), both in situ and in isolated human HF melanocytes. Instead, epidermal pigmentation was unaffected by P-cadherin knockdown in organ-cultured human skin. In hair matrix keratinocytes, P-cadherin silencing reduced plasma membrane beta-catenin, whereas glycogen synthase kinase 3 beta (GSK3beta) and phospho-beta-catenin expression were significantly upregulated. This suggests that P-cadherin-GSK3beta/Wnt signaling is required for maintaining the expression of MITF to sustain intrafollicular melanogenesis. Thus, P-cadherin-mediated signaling is a melanocyte subtype-specific topobiological regulator of normal human pigmentation, possibly via GSK3beta-mediated canonical Wnt signaling.",hair Follicles,c-Kit
129,23567059,22771,F000021,1,"Early stages of hair follicle development: a step by step microarray identity. Hair follicle morphogenesis requires an epithelial-mesenchymal cross-talk during development, from hair placode to hair peg, and finally hair follicle formation. During this step, factors known as activators and inhibitors allow the patterning distribution of hair follicle within the skin. Our goal was to investigate the modulation of expression of various factors already known to be part of the hair placode formation, and to identify novel factors involved during the initiation of this process. In mice, primary hair follicles arise in utero from E12.5 mouse embryos. Back skin RNA were extracted from E12.5 to E14.5 embryos to perform microarray analysis (Affymetrix). We identified four new Wnt related genes which could be involved in hair follicle initiation because of their maximum expression at E12.5, namely two activators: Wnt-2 and Zic-1 and two inhibitors: Dkk-2 and Dact-1. Real-time quantitative polymerase chain reactions confirmed their expression. Our data provide a more precise view of transcript expressions involved during induction of HF morphogenesis, particularly the hair primordium formation.",Hair Follicle morphogenesis,Zic-1
130,23567059,59036,F000010,1,"Early stages of hair follicle development: a step by step microarray identity. Hair follicle morphogenesis requires an epithelial-mesenchymal cross-talk during development, from hair placode to hair peg, and finally hair follicle formation. During this step, factors known as activators and inhibitors allow the patterning distribution of hair follicle within the skin. Our goal was to investigate the modulation of expression of various factors already known to be part of the hair placode formation, and to identify novel factors involved during the initiation of this process. In mice, primary hair follicles arise in utero from E12.5 mouse embryos. Back skin RNA were extracted from E12.5 to E14.5 embryos to perform microarray analysis (Affymetrix). We identified four new Wnt related genes which could be involved in hair follicle initiation because of their maximum expression at E12.5, namely two activators: Wnt-2 and Zic-1 and two inhibitors: Dkk-2 and Dact-1. Real-time quantitative polymerase chain reactions confirmed their expression. Our data provide a more precise view of transcript expressions involved during induction of HF morphogenesis, particularly the hair primordium formation.",hair Follicle formation,Dact-1
131,23796167,3880,F000034,1,"Effect of intense pulsed light treatment on human skin in vitro: analysis of immediate effects on dermal papillae and hair follicle stem cells. BACKGROUND: Hair follicles house a permanent pool of epithelial stem cells. Intense pulsed light (IPL) sources have been successfully used for hair removal, but long-term hair reduction may require several treatments. Many questions remain regarding the impact of IPL treatment on the structure of the hair follicle, more specifically on hair follicular stem cells and dermal papilla cells, a group of specialized cells that orchestrate hair growth. OBJECTIVES: To characterize the destruction of human hair follicles and surrounding tissues following IPL treatment, with more attention paid to the bulge and the bulb regions. METHODS: Human scalp specimens of Fitzpatrick skin phototype II were exposed ex vivo to IPL pulses and were then processed for histological analysis, immunodetection of stem cell-associated keratin 19, and revelation of the endogenous alkaline phosphatase activity expressed in dermal papilla cells. RESULTS: Histological analysis confirmed that pigmented structures, such as the melanin-rich matrix cells of the bulb in anagen follicles and the hair shaft, are principally targeted by IPL treatment, while white hairs and epidermis remained unaffected. Damage caused by heat sometimes extended over the dermal papilla cells, while stem cells were mostly spared. CONCLUSIONS: IPL epilation principally targets pigmented structures. Our results suggest that, under the tested conditions, collateral damage does not deplete stem cells. Damage at the dermal papilla was observed only with high-energy treatment modalities. Extrapolated to frequently treated hairs, these observations explain why some hairs grow back after a single IPL treatment.",dermal papilla cells,keratin 19
132,24494978,16846,F000034,1,"Leptin controls hair follicle cycling. Leptin is a cytokine well known for its ability to control body weight and energy metabolism. Several lines of evidence have recently revealed that leptin also plays an important role in wound healing and immune modulation in skin. Sumikawa et al. Exp Dermatol 2014 evaluated the effect of leptin on hair follicle cycling using mutant and wild-type mice. They report that leptin is produced in dermal papilla cells in hair follicles and that leptin receptor-deficient db/db mice show an abnormality in hair follicle cycling. Moreover, leptin injection induced the transition into the growth stage of the hair cycle (anagen). On this basis, it now deserves exploration whether leptin-mediated signalling is a key stimulus for anagen induction and whether this may be targeted to manage human hair disorders with defect in the control of hair follicle cycling.",dermal papilla cells,Leptin
133,24572851,329252,F000003,1,"Transplantation of the LGR6+ epithelial stem cell into full-thickness cutaneous wounds results in enhanced healing, nascent hair follicle development, and augmentation of angiogenic analytes. BACKGROUND: The recently discovered leucine-rich repeat-containing G-protein coupled receptor 6 (LGR6+) epithelial stem cell located within the follicular bulge of the adnexal compartment is capable of producing all cellular lineages of the skin. In this study, the authors sought to determine whether these cells can be transplanted for use as a type of cellular therapy for the repair of full-thickness wounds in which the native stem cell niche has been obliterated. METHODS: Full-thickness murine skin was harvested and LGR6(+GFP) epithelial stem cells were isolated using fluorescence-activated cell sorting. This enriched epithelial stem cell population was then transplanted by means of local injection into wound beds on the dorsum of nude mice. Viability, migration, healing, the development of nascent hair follicles, and gene and proteomic expression studies were performed to determine whether the engraftment of LGR6(+GFP) epithelial stem cells enhanced healing when compared with controls. RESULTS: Wound beds receiving LGR6(+GFP) epithelial stem cells showed enhanced healing; nascent follicle growth; and augmentation of the Wnt, vascular endothelial growth factor, epidermal growth factor, and platelet-derived growth factor pathways when compared with controls. CONCLUSIONS: The LGR6+ epithelial stem cells appear to hold great promise for the development of a clinically useful stem cell-based therapy for the repair of full-thickness wounds and hair regeneration. These results indicate that transplantation of LGR6+ epithelial stem cells promotes epithelialization, hair growth, and angiogenesis in tissues destined for scar formation.",hair growth,LGR6
134,24572851,13645,F000008,1,"Transplantation of the LGR6+ epithelial stem cell into full-thickness cutaneous wounds results in enhanced healing, nascent hair follicle development, and augmentation of angiogenic analytes. BACKGROUND: The recently discovered leucine-rich repeat-containing G-protein coupled receptor 6 (LGR6+) epithelial stem cell located within the follicular bulge of the adnexal compartment is capable of producing all cellular lineages of the skin. In this study, the authors sought to determine whether these cells can be transplanted for use as a type of cellular therapy for the repair of full-thickness wounds in which the native stem cell niche has been obliterated. METHODS: Full-thickness murine skin was harvested and LGR6(+GFP) epithelial stem cells were isolated using fluorescence-activated cell sorting. This enriched epithelial stem cell population was then transplanted by means of local injection into wound beds on the dorsum of nude mice. Viability, migration, healing, the development of nascent hair follicles, and gene and proteomic expression studies were performed to determine whether the engraftment of LGR6(+GFP) epithelial stem cells enhanced healing when compared with controls. RESULTS: Wound beds receiving LGR6(+GFP) epithelial stem cells showed enhanced healing; nascent follicle growth; and augmentation of the Wnt, vascular endothelial growth factor, epidermal growth factor, and platelet-derived growth factor pathways when compared with controls. CONCLUSIONS: The LGR6+ epithelial stem cells appear to hold great promise for the development of a clinically useful stem cell-based therapy for the repair of full-thickness wounds and hair regeneration. These results indicate that transplantation of LGR6+ epithelial stem cells promotes epithelialization, hair growth, and angiogenesis in tissues destined for scar formation.",hair regeneration,epidermal growth factor
135,25418064,5243,F000001,1,"Differential expression and functionality of ATP-binding cassette transporters in the human hair follicle. BACKGROUND: ATP-binding cassette (ABC) transporters are involved in the active transport of an extremely diverse range of substrates across biological membranes. These transporters are commonly implicated in the development of multidrug resistance and are also involved in numerous physiological and homeostatic processes, including lipid transport, cell migration and differentiation. OBJECTIVES: To close the knowledge gap in the expression of ABC transporters in the human hair follicle (HF). METHODS: Quantitative polymerase chain reaction (qPCR) of ABC genes and immunofluorescence microscopy analysis of cryosections of human HFs. RESULTS: By qPCR analysis, numerous members of the ABC transporter superfamily, such as ABCB1, ABCG2 and ABCA12, were found to be transcribed in full-length human scalp HFs. Immunofluorescence microscopy demonstrated that the intrafollicular protein expression of different xenobiotic ABC transporters (ABCB1, ABCC1, ABCC4, ABCG2) varies greatly, with ABCG2 expression restricted primarily to the epithelial stem cell region of the outer root sheath (bulge), whereas expression of ABCB1, ABCC1 and ABCC4 was more widespread. Lipid transporters ABCA1, ABCA12 and ABCA4 were almost uniformly expressed throughout the HF epithelium. Functional ABCB1/G2 activity was demonstrated by exclusion of the substrate dye, Hoechst 33342. In the bulge, this was reversed by ABCB1 and ABCG2 inhibition. CONCLUSIONS: These data encourage further investigation of ABC transporters as potentially important regulators of HF epithelial biology. Clinically, pharmacological modulation of the activity of selected intrafollicular ABC transporters may permit novel therapeutic interventions, such as protecting HF stem cells from chemotherapy-induced damage, counteracting cholesterol-associated hypertrichosis, and manipulating the intrafollicular prostaglandin balance in androgenetic alopecia.",hair Follicle,ABCB1
136,25418064,24,F000041,1,"Differential expression and functionality of ATP-binding cassette transporters in the human hair follicle. BACKGROUND: ATP-binding cassette (ABC) transporters are involved in the active transport of an extremely diverse range of substrates across biological membranes. These transporters are commonly implicated in the development of multidrug resistance and are also involved in numerous physiological and homeostatic processes, including lipid transport, cell migration and differentiation. OBJECTIVES: To close the knowledge gap in the expression of ABC transporters in the human hair follicle (HF). METHODS: Quantitative polymerase chain reaction (qPCR) of ABC genes and immunofluorescence microscopy analysis of cryosections of human HFs. RESULTS: By qPCR analysis, numerous members of the ABC transporter superfamily, such as ABCB1, ABCG2 and ABCA12, were found to be transcribed in full-length human scalp HFs. Immunofluorescence microscopy demonstrated that the intrafollicular protein expression of different xenobiotic ABC transporters (ABCB1, ABCC1, ABCC4, ABCG2) varies greatly, with ABCG2 expression restricted primarily to the epithelial stem cell region of the outer root sheath (bulge), whereas expression of ABCB1, ABCC1 and ABCC4 was more widespread. Lipid transporters ABCA1, ABCA12 and ABCA4 were almost uniformly expressed throughout the HF epithelium. Functional ABCB1/G2 activity was demonstrated by exclusion of the substrate dye, Hoechst 33342. In the bulge, this was reversed by ABCB1 and ABCG2 inhibition. CONCLUSIONS: These data encourage further investigation of ABC transporters as potentially important regulators of HF epithelial biology. Clinically, pharmacological modulation of the activity of selected intrafollicular ABC transporters may permit novel therapeutic interventions, such as protecting HF stem cells from chemotherapy-induced damage, counteracting cholesterol-associated hypertrichosis, and manipulating the intrafollicular prostaglandin balance in androgenetic alopecia.",HF epithelium,ABCA4
137,25418064,24,F000029,1,"Differential expression and functionality of ATP-binding cassette transporters in the human hair follicle. BACKGROUND: ATP-binding cassette (ABC) transporters are involved in the active transport of an extremely diverse range of substrates across biological membranes. These transporters are commonly implicated in the development of multidrug resistance and are also involved in numerous physiological and homeostatic processes, including lipid transport, cell migration and differentiation. OBJECTIVES: To close the knowledge gap in the expression of ABC transporters in the human hair follicle (HF). METHODS: Quantitative polymerase chain reaction (qPCR) of ABC genes and immunofluorescence microscopy analysis of cryosections of human HFs. RESULTS: By qPCR analysis, numerous members of the ABC transporter superfamily, such as ABCB1, ABCG2 and ABCA12, were found to be transcribed in full-length human scalp HFs. Immunofluorescence microscopy demonstrated that the intrafollicular protein expression of different xenobiotic ABC transporters (ABCB1, ABCC1, ABCC4, ABCG2) varies greatly, with ABCG2 expression restricted primarily to the epithelial stem cell region of the outer root sheath (bulge), whereas expression of ABCB1, ABCC1 and ABCC4 was more widespread. Lipid transporters ABCA1, ABCA12 and ABCA4 were almost uniformly expressed throughout the HF epithelium. Functional ABCB1/G2 activity was demonstrated by exclusion of the substrate dye, Hoechst 33342. In the bulge, this was reversed by ABCB1 and ABCG2 inhibition. CONCLUSIONS: These data encourage further investigation of ABC transporters as potentially important regulators of HF epithelial biology. Clinically, pharmacological modulation of the activity of selected intrafollicular ABC transporters may permit novel therapeutic interventions, such as protecting HF stem cells from chemotherapy-induced damage, counteracting cholesterol-associated hypertrichosis, and manipulating the intrafollicular prostaglandin balance in androgenetic alopecia.",HF stem cells,ABCA4
138,27372856,7262,F000001,1,"Home-applied IPL epilation may prevent the problems due to hair follicle in amputees. Amputees may suffer from dermatoses such as folliculitis and pilonidal sinus caused by pressure on the stump in hairy parts of the skin. These conditions commonly cause pain and need treatment that result in abandonment of prosthesis use and disrupt the patient's daily living activities. We believe these conditions may be easily, effectively and cheaply prevented with the use of intense pulsed light technology, which is produced for home epilation. The use of this kind of epilator in the early period post-amputation may prevent the development of folliculitis and pilonidal sinus. This application may also be cost-effective in long term.",hair Follicle,IPL
139,27795451,22339,F000001,1,"3-Deoxysappanchalcone Promotes Proliferation of Human Hair Follicle Dermal Papilla Cells and Hair Growth in C57BL/6 Mice by Modulating WNT/beta-Catenin and STAT Signaling. 3-Deoxysappanchalcone (3-DSC) has been reported to possess anti-allergic, antiviral, anti-inflammatory and antioxidant activities. In the present study, we investigated the effects of 3-DSC on the proliferation of human hair follicle dermal papilla cells (HDPCs) and mouse hair growth in vivo. A real-time cell analyzer system, luciferase assay, Western blot and real-time polymerase chain reaction (PCR) were employed to measure the biochemical changes occurring in HDPCs in response to 3-DSC treatment. The effect of 3-DSC on hair growth in C57BL/6 mice was also examined. 3-DSC promoted the proliferation of HDPCs, similar to Tofacitinib, an inhibitor of janus-activated kinase (JAK). 3-DSC promoted phosphorylation of beta-catenin and transcriptional activation of the T-cell factor. In addition, 3-DSC potentiated interleukin-6 (IL-6)-induced phosphorylation and subsequent transactivation of signal transducer and activator of transcription-3 (STAT3), thereby increasing the expression of cyclin-dependent kinase-4 (Cdk4), fibroblast growth factor (FGF) and vascular endothelial growth factor (VEGF). On the contrary, 3-DSC attenuated STAT6 mRNA expression and IL4-induced STAT6 phosphorylation in HDPCs. Finally, we observed that topical application of 3-DSC promoted the anagen phase of hair growth in C57BL/6 mice. 3-DSC stimulates hair growth possibly by inducing proliferation of follicular dermal papilla cells via modulation of WNT/beta-catenin and STAT signaling.",Hair Follicle,vascular endothelial growth factor
140,27795451,20852,F000001,1,"3-Deoxysappanchalcone Promotes Proliferation of Human Hair Follicle Dermal Papilla Cells and Hair Growth in C57BL/6 Mice by Modulating WNT/beta-Catenin and STAT Signaling. 3-Deoxysappanchalcone (3-DSC) has been reported to possess anti-allergic, antiviral, anti-inflammatory and antioxidant activities. In the present study, we investigated the effects of 3-DSC on the proliferation of human hair follicle dermal papilla cells (HDPCs) and mouse hair growth in vivo. A real-time cell analyzer system, luciferase assay, Western blot and real-time polymerase chain reaction (PCR) were employed to measure the biochemical changes occurring in HDPCs in response to 3-DSC treatment. The effect of 3-DSC on hair growth in C57BL/6 mice was also examined. 3-DSC promoted the proliferation of HDPCs, similar to Tofacitinib, an inhibitor of janus-activated kinase (JAK). 3-DSC promoted phosphorylation of beta-catenin and transcriptional activation of the T-cell factor. In addition, 3-DSC potentiated interleukin-6 (IL-6)-induced phosphorylation and subsequent transactivation of signal transducer and activator of transcription-3 (STAT3), thereby increasing the expression of cyclin-dependent kinase-4 (Cdk4), fibroblast growth factor (FGF) and vascular endothelial growth factor (VEGF). On the contrary, 3-DSC attenuated STAT6 mRNA expression and IL4-induced STAT6 phosphorylation in HDPCs. Finally, we observed that topical application of 3-DSC promoted the anagen phase of hair growth in C57BL/6 mice. 3-DSC stimulates hair growth possibly by inducing proliferation of follicular dermal papilla cells via modulation of WNT/beta-catenin and STAT signaling.",Hair Follicle,STAT6
141,28345588,207,F000020,1,"Macrophages induce AKT/beta-catenin-dependent Lgr5+ stem cell activation and hair follicle regeneration through TNF. Skin stem cells can regenerate epidermal appendages; however, hair follicles (HF) lost as a result of injury are barely regenerated. Here we show that macrophages in wounds activate HF stem cells, leading to telogen-anagen transition (TAT) around the wound and de novo HF regeneration, mostly through TNF signalling. Both TNF knockout and overexpression attenuate HF neogenesis in wounds, suggesting dose-dependent induction of HF neogenesis by TNF, which is consistent with TNF-induced AKT signalling in epidermal stem cells in vitro. TNF-induced beta-catenin accumulation is dependent on AKT but not Wnt signalling. Inhibition of PI3K/AKT blocks depilation-induced HF TAT. Notably, Pten loss in Lgr5+ HF stem cells results in HF TAT independent of injury and promotes HF neogenesis after wounding. Thus, our results suggest that macrophage-TNF-induced AKT/beta-catenin signalling in Lgr5+ HF stem cells has a crucial role in promoting HF cycling and neogenesis after wounding.",HF neogenesis,AKT
142,28345588,1499,F000020,1,"Macrophages induce AKT/beta-catenin-dependent Lgr5+ stem cell activation and hair follicle regeneration through TNF. Skin stem cells can regenerate epidermal appendages; however, hair follicles (HF) lost as a result of injury are barely regenerated. Here we show that macrophages in wounds activate HF stem cells, leading to telogen-anagen transition (TAT) around the wound and de novo HF regeneration, mostly through TNF signalling. Both TNF knockout and overexpression attenuate HF neogenesis in wounds, suggesting dose-dependent induction of HF neogenesis by TNF, which is consistent with TNF-induced AKT signalling in epidermal stem cells in vitro. TNF-induced beta-catenin accumulation is dependent on AKT but not Wnt signalling. Inhibition of PI3K/AKT blocks depilation-induced HF TAT. Notably, Pten loss in Lgr5+ HF stem cells results in HF TAT independent of injury and promotes HF neogenesis after wounding. Thus, our results suggest that macrophage-TNF-induced AKT/beta-catenin signalling in Lgr5+ HF stem cells has a crucial role in promoting HF cycling and neogenesis after wounding.",HF neogenesis,beta-catenin
143,30662619,16412,F000029,1,"ROCK inhibitor Y-27632 maintains the propagation and characteristics of hair follicle stem cells. Hair follicle stem cells (HFSCs) are an important source for skin tissue engineering studies and clinical applications. Here, we describe a differential enrichment approach to derive HFSCs from hair follicles of vibrissae and ear skin using the Rho-associated protein kinase (ROCK) inhibitor Y-27632. In the presence of Y-27632, primary cultured hair follicle cells grew in clustered colonies surrounded by keratinocyte-like cells and simultaneously expressed three HFSC markers: CD34, K15, and ITGB1. HFSCs cultured in medium containing Y-27632 were presented at a stable ratio of 30.7%, 34.1%, and 32.9% after passages 5, 10, and 15, respectively. By contrast, in medium containing epidermal growth factor, clustered HFSC colonies disappeared after 6 passages and lacked HFSC marker expression. After withdrawal of Y-27632 from the medium, HFSCs rapidly differentiated into keratinocyte-like cells. Furthermore, HFSCs derived with Y-27632 formed spherical clusters in collagen matrix in vitro, differentiated into keratinocytes and adipose cells under in vitro induction conditions, and cooperated with fetal dermal cells to regenerate hair follicles in vivo 6 weeks after their intracutaneous injection into immune-deficient mice. These findings suggest that Y-27632 maintains the self-renewal and stemness characteristics of HFSCs during primary skin tissue culture followed by enrichment passaging and that HFSCs derived with Y-27632 possess the differentiation potentials important for tissue engineering and other clinical applications.",hair Follicle stem cells,ITGB1
